#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline
42381873	Gohir.D11G343100	Gohir.D11G343100.1	Gohir.D11G343100.1.p	PF10406,PF07524	PTHR12321,PTHR12321:SF53	KOG2389		K14649		AT4G34340.1	TAF8	TBP-associated factor 8
42385161	Gohir.D11G343200	Gohir.D11G343200.1	Gohir.D11G343200.1.p	PF02933,PF07724,PF05496,PF02359	PTHR23077,PTHR23077:SF82		3.6.4.6	K13525	GO:0005524,GO:0009378,GO:0006310,GO:0006281	AT5G03340.1		ATPase, AAA-type, CDC48 protein
42384638	Gohir.D11G343300	Gohir.D11G343300.1	Gohir.D11G343300.1.p	PF08137	PTHR33102					AT2G36985.1	DVL16,ROT4	DVL family protein
42382639	Gohir.D11G343400	Gohir.D11G343400.1	Gohir.D11G343400.1.p	PF00249	PTHR21717,PTHR21717:SF21					AT2G37025.1	TRFL8	TRF-like 8
42382640	Gohir.D11G343400	Gohir.D11G343400.2	Gohir.D11G343400.2.p	PF00249	PTHR21717,PTHR21717:SF21					AT2G37025.2	TRFL8	TRF-like 8
42382863	Gohir.D11G343500	Gohir.D11G343500.1	Gohir.D11G343500.1.p	PF00221	PTHR10362,PTHR10362:SF19		4.3.1.24	K10775		AT2G37040.1	ATPAL1,PAL1	PHE ammonia lyase 1
42379959	Gohir.D11G343600	Gohir.D11G343600.1	Gohir.D11G343600.1.p	PF01566	PTHR11706,PTHR11706:SF49	KOG1291			GO:0016020,GO:0006810,GO:0005215	AT5G03280.1	ATEIN2,CKR1,EIN2,ERA3,ORE2,ORE3,PIR2	NRAMP metal ion transporter family protein
42379960	Gohir.D11G343600	Gohir.D11G343600.2	Gohir.D11G343600.2.p	PF01566	PTHR11706,PTHR11706:SF49	KOG1291			GO:0016020,GO:0006810,GO:0005215	AT5G03280.1	ATEIN2,CKR1,EIN2,ERA3,ORE2,ORE3,PIR2	NRAMP metal ion transporter family protein
42379958	Gohir.D11G343600	Gohir.D11G343600.3	Gohir.D11G343600.3.p	PF01566	PTHR11706,PTHR11706:SF49	KOG1291			GO:0016020,GO:0006810,GO:0005215	AT5G03280.1	ATEIN2,CKR1,EIN2,ERA3,ORE2,ORE3,PIR2	NRAMP metal ion transporter family protein
42383752	Gohir.D11G343650	Gohir.D11G343650.1	Gohir.D11G343650.1.p									
42383440	Gohir.D11G343700	Gohir.D11G343700.2	Gohir.D11G343700.2.p	PF13920	PTHR22996	KOG4265	6.3.2.19			AT3G09770.1		RING/U-box superfamily protein
42380627	Gohir.D11G343800	Gohir.D11G343800.1	Gohir.D11G343800.1.p	PF02469	PTHR32077					AT5G03170.1	ATFLA11,FLA11	FASCICLIN-like arabinogalactan-protein 11
42380022	Gohir.D11G343850	Gohir.D11G343850.1	Gohir.D11G343850.1.p	PF04749	PTHR15907,PTHR15907:SF58					AT2G37110.1		PLAC8 family protein
42385026	Gohir.D11G343900	Gohir.D11G343900.1	Gohir.D11G343900.1.p	PF04851,PF00271	PTHR24031,PTHR24031:SF336		3.6.4.13	K14779	GO:0016787,GO:0005524,GO:0003677	AT3G09720.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein
42384581	Gohir.D11G344000	Gohir.D11G344000.1	Gohir.D11G344000.1.p		PTHR31681,PTHR31681:SF1					AT4G27240.1		zinc finger (C2H2 type) family protein
42383253	Gohir.D11G344100	Gohir.D11G344100.1	Gohir.D11G344100.1.p							AT3G53320.1		
42383262	Gohir.D11G344100	Gohir.D11G344100.10	Gohir.D11G344100.10.p									
42383263	Gohir.D11G344100	Gohir.D11G344100.11	Gohir.D11G344100.11.p							AT3G53320.1		
42383264	Gohir.D11G344100	Gohir.D11G344100.12	Gohir.D11G344100.12.p							AT3G53320.1		
42383265	Gohir.D11G344100	Gohir.D11G344100.13	Gohir.D11G344100.13.p							AT3G53320.1		
42383266	Gohir.D11G344100	Gohir.D11G344100.14	Gohir.D11G344100.14.p									
42383267	Gohir.D11G344100	Gohir.D11G344100.15	Gohir.D11G344100.15.p							AT3G53320.1		
42383258	Gohir.D11G344100	Gohir.D11G344100.2	Gohir.D11G344100.2.p							AT3G53320.1		
42383259	Gohir.D11G344100	Gohir.D11G344100.3	Gohir.D11G344100.3.p							AT3G53320.1		
42383256	Gohir.D11G344100	Gohir.D11G344100.4	Gohir.D11G344100.4.p							AT3G53320.1		
42383257	Gohir.D11G344100	Gohir.D11G344100.5	Gohir.D11G344100.5.p							AT3G53320.1		
42383254	Gohir.D11G344100	Gohir.D11G344100.6	Gohir.D11G344100.6.p									
42383255	Gohir.D11G344100	Gohir.D11G344100.7	Gohir.D11G344100.7.p							AT3G53320.1		
42383260	Gohir.D11G344100	Gohir.D11G344100.8	Gohir.D11G344100.8.p									
42383261	Gohir.D11G344100	Gohir.D11G344100.9	Gohir.D11G344100.9.p									
42385103	Gohir.D11G344200	Gohir.D11G344200.1	Gohir.D11G344200.1.p	PF00808	PTHR11064,PTHR11064:SF27	KOG0869				AT2G37060.3	NF-YB8	nuclear factor Y, subunit B8
42383986	Gohir.D11G344300	Gohir.D11G344300.1	Gohir.D11G344300.1.p	PF14374,PF00573	PTHR19431	KOG1475		K02930	GO:0006412,GO:0005840,GO:0003735	AT3G09630.1		Ribosomal protein L4/L1 family
42383695	Gohir.D11G344400	Gohir.D11G344400.1	Gohir.D11G344400.1.p	PF06203,PF00072	PTHR26402,PTHR26402:SF525				GO:0005515,GO:0000160	AT5G02810.1	APRR7,PRR7	pseudo-response regulator 7
42383698	Gohir.D11G344400	Gohir.D11G344400.2	Gohir.D11G344400.2.p	PF06203,PF00072	PTHR26402,PTHR26402:SF525				GO:0005515,GO:0000160	AT5G02810.1	APRR7,PRR7	pseudo-response regulator 7
42383697	Gohir.D11G344400	Gohir.D11G344400.3	Gohir.D11G344400.3.p	PF06203,PF00072	PTHR26402,PTHR26402:SF525				GO:0005515,GO:0000160	AT5G02810.1	APRR7,PRR7	pseudo-response regulator 7
42383696	Gohir.D11G344400	Gohir.D11G344400.4	Gohir.D11G344400.4.p	PF06203,PF00072	PTHR26402,PTHR26402:SF525				GO:0005515,GO:0000160	AT5G02810.1	APRR7,PRR7	pseudo-response regulator 7
42382581	Gohir.D11G344500	Gohir.D11G344500.1	Gohir.D11G344500.1.p	PF00005,PF01061	PTHR19241,PTHR19241:SF258				GO:0016887,GO:0005524,GO:0016020	AT2G37360.1		ABC-2 type transporter family protein
42381894	Gohir.D11G344600	Gohir.D11G344600.1	Gohir.D11G344600.1.p	PF03081	PTHR12542,PTHR12542:SF38				GO:0006887,GO:0000145	AT3G09520.1	ATEXO70H4,EXO70H4	exocyst subunit exo70 family protein H4
42383271	Gohir.D11G344700	Gohir.D11G344700.1	Gohir.D11G344700.1.p	PF09713	PTHR31871		3.4.17.23			AT5G02580.1		Plant protein 1589 of unknown function
42380892	Gohir.D11G344800	Gohir.D11G344800.1	Gohir.D11G344800.1.p	PF00828	PTHR12934,PTHR12934:SF11	KOG0846			GO:0015934,GO:0006412,GO:0003735	AT3G25920.1	RPL15	ribosomal protein L15
42383478	Gohir.D11G344900	Gohir.D11G344900.1	Gohir.D11G344900.1.p		PTHR35286					AT3G53630.1		
42384779	Gohir.D11G345000	Gohir.D11G345000.1	Gohir.D11G345000.1.p		PTHR34952					AT2G37480.2		
42381826	Gohir.D11G345100	Gohir.D11G345100.1	Gohir.D11G345100.1.p	PF04084	PTHR14052,PTHR14052:SF0			K02604	GO:0006260,GO:0005634,GO:0000808	AT2G37560.1	ATORC2,ORC2	origin recognition complex second largest subunit 2
42381691	Gohir.D11G345200	Gohir.D11G345200.1	Gohir.D11G345200.1.p	PF00012	PTHR19375,PTHR19375:SF232			K03283		AT5G02500.1	AT-HSC70-1,HSC70,HSC70-1,HSP70-1	heat shock cognate protein 70-1
42380255	Gohir.D11G345300	Gohir.D11G345300.1	Gohir.D11G345300.1.p	PF02485	PTHR19297,PTHR19297:SF112	KOG0799			GO:0016020,GO:0008375	AT2G37585.1		Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein
42383928	Gohir.D11G345400	Gohir.D11G345400.1	Gohir.D11G345400.1.p	PF02319,PF08781	PTHR12548,PTHR12548:SF14	KOG2829			GO:0006355,GO:0005667,GO:0003700,GO:0007049	AT5G02470.1	DPA	Transcription factor DP
42384144	Gohir.D11G345500	Gohir.D11G345500.1	Gohir.D11G345500.1.p		PTHR33544,PTHR33544:SF3					AT5G02440.1		
42380269	Gohir.D11G345600	Gohir.D11G345600.2	Gohir.D11G345600.2.p	PF12552,PF14309	PTHR21726,PTHR21726:SF39					AT5G02390.1		Protein of unknown function (DUF3741)
42384169	Gohir.D11G345700	Gohir.D11G345700.1	Gohir.D11G345700.1.p	PF01439	PTHR33543				GO:0046872	AT3G09390.1	ATMT-1,ATMT-K,MT2A	metallothionein 2A
42385262	Gohir.D11G345900	Gohir.D11G345900.1	Gohir.D11G345900.1.p	PF00005	PTHR12847,PTHR12847:SF5	KOG2355	3.6.3.34	K12608	GO:0016887,GO:0005524	AT5G02270.1	ATNAP9,NAP9	non-intrinsic ABC protein 9
42383586	Gohir.D11G346000	Gohir.D11G346000.1	Gohir.D11G346000.1.p	PF03330,PF01357	PTHR31867,PTHR31867:SF9					AT2G39700.1	ATEXP4,ATEXPA4,ATHEXP ALPHA 1.6,EXPA4	expansin A4
42384412	Gohir.D11G346100	Gohir.D11G346100.2	Gohir.D11G346100.2.p	PF03514	PTHR31636,PTHR31636:SF14					AT2G29065.1		GRAS family transcription factor
42381922	Gohir.D11G346200	Gohir.D11G346200.1	Gohir.D11G346200.1.p	PF13419	PTHR12725,PTHR12725:SF72	KOG3109	3.1.3.74	K18551		AT5G02230.2		Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
42382742	Gohir.D11G346300	Gohir.D11G346300.1	Gohir.D11G346300.1.p	PF07731,PF07732,PF00394	PTHR11709,PTHR11709:SF66		1.10.3.2	K05909	GO:0055114,GO:0016491,GO:0005507	AT5G60020.1	ATLAC17,LAC17	laccase 17
42380033	Gohir.D11G346400	Gohir.D11G346400.1	Gohir.D11G346400.1.p	PF01529	PTHR22883,PTHR22883:SF92	KOG1315	2.3.1.225	K18932	GO:0008270	AT3G09320.1		DHHC-type zinc finger family protein
42380034	Gohir.D11G346400	Gohir.D11G346400.2	Gohir.D11G346400.2.p	PF01529	PTHR22883,PTHR22883:SF92	KOG1315	2.3.1.225		GO:0008270	AT3G09320.1		DHHC-type zinc finger family protein
42380290	Gohir.D11G346500	Gohir.D11G346500.2	Gohir.D11G346500.2.p	PF00394,PF07731,PF07732	PTHR11709,PTHR11709:SF62		1.10.3.2		GO:0055114,GO:0016491,GO:0005507	AT5G60020.1	ATLAC17,LAC17	laccase 17
42379938	Gohir.D11G346550	Gohir.D11G346550.1	Gohir.D11G346550.1.p	PF00069,PF00139	PTHR27007,PTHR27007:SF27	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672,GO:0030246	AT3G55550.1		Concanavalin A-like lectin protein kinase family protein
42380405	Gohir.D11G346600	Gohir.D11G346600.1	Gohir.D11G346600.1.p	PF13912	PTHR26374,PTHR26374:SF201					AT5G06070.1	RAB,RBE	C2H2 and C2HC zinc fingers superfamily protein
42383531	Gohir.D11G346700	Gohir.D11G346700.1	Gohir.D11G346700.1.p	PF00248	PTHR11732,PTHR11732:SF223	KOG1577				AT2G37760.2		NAD(P)-linked oxidoreductase superfamily protein
42384742	Gohir.D11G346800	Gohir.D11G346800.2	Gohir.D11G346800.2.p	PF00171,PF00696	PTHR11063,PTHR11063:SF13		1.2.1.41,2.7.2.11		GO:0055114,GO:0016491,GO:0008152	AT3G55610.1	P5CS2	delta 1-pyrroline-5-carboxylate synthase 2
42380521	Gohir.D11G346900	Gohir.D11G346900.1	Gohir.D11G346900.1.p		PTHR33738,PTHR33738:SF3					AT5G02020.1		
42380523	Gohir.D11G346900	Gohir.D11G346900.2	Gohir.D11G346900.2.p		PTHR33738,PTHR33738:SF3					AT5G02020.1		
42380518	Gohir.D11G346900	Gohir.D11G346900.3	Gohir.D11G346900.3.p		PTHR33738,PTHR33738:SF3					AT5G02020.1		
42380519	Gohir.D11G346900	Gohir.D11G346900.4	Gohir.D11G346900.4.p		PTHR33738,PTHR33738:SF3					AT5G02020.1		
42380520	Gohir.D11G346900	Gohir.D11G346900.5	Gohir.D11G346900.5.p		PTHR33738,PTHR33738:SF3					AT5G02020.1		
42380522	Gohir.D11G346900	Gohir.D11G346900.6	Gohir.D11G346900.6.p		PTHR33738,PTHR33738:SF3					AT5G02020.1		
42380524	Gohir.D11G346900	Gohir.D11G346900.7	Gohir.D11G346900.7.p		PTHR33738,PTHR33738:SF3					AT5G02020.1		
42382762	Gohir.D11G347000	Gohir.D11G347000.1	Gohir.D11G347000.1.p	PF14368	PTHR33122,PTHR33122:SF6					AT3G53980.2		Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
42382022	Gohir.D11G347100	Gohir.D11G347100.1	Gohir.D11G347100.1.p		PTHR33356,PTHR33356:SF5					AT3G54000.1		
42382023	Gohir.D11G347100	Gohir.D11G347100.2	Gohir.D11G347100.2.p		PTHR33356,PTHR33356:SF5					AT3G54000.1		
42382024	Gohir.D11G347100	Gohir.D11G347100.3	Gohir.D11G347100.3.p		PTHR33356,PTHR33356:SF5					AT3G54000.1		
42382025	Gohir.D11G347100	Gohir.D11G347100.4	Gohir.D11G347100.4.p		PTHR33356,PTHR33356:SF5					AT3G54000.1		
42384164	Gohir.D11G347150	Gohir.D11G347150.1	Gohir.D11G347150.1.p		PTHR21290,PTHR21290:SF29					AT2G37940.1	AtIPCS2	Arabidopsis Inositol phosphorylceramide synthase 2
42383066	Gohir.D11G347200	Gohir.D11G347200.2	Gohir.D11G347200.2.p	PF14360	PTHR21290,PTHR21290:SF29					AT3G54020.1	AtIPCS1	Arabidopsis Inositol phosphorylceramide synthase 1
42383573	Gohir.D11G347300	Gohir.D11G347300.1	Gohir.D11G347300.1.p	PF06521	PTHR33649,PTHR33649:SF4					AT3G54040.1		PAR1 protein
42381110	Gohir.D11G347400	Gohir.D11G347400.1	Gohir.D11G347400.1.p	PF00316	PTHR11556,PTHR11556:SF16		3.1.3.11	K03841	GO:0042578,GO:0042132,GO:0005975	AT3G54050.2	HCEF1	high cyclic electron flow 1
42381592	Gohir.D11G347500	Gohir.D11G347500.1	Gohir.D11G347500.1.p	PF10250	PTHR31741,PTHR31741:SF4					AT3G54100.1		O-fucosyltransferase family protein
42384725	Gohir.D11G347600	Gohir.D11G347600.1	Gohir.D11G347600.1.p	PF00782,PF03919,PF01331	PTHR10367,PTHR10367:SF11	KOG2386	2.1.1.56	K13917	GO:0008138,GO:0006470,GO:0004484,GO:0006397,GO:0006370	AT3G09100.2		mRNA capping enzyme family protein
42384726	Gohir.D11G347600	Gohir.D11G347600.2	Gohir.D11G347600.2.p	PF00782,PF03919,PF01331	PTHR10367,PTHR10367:SF11	KOG2386	2.1.1.56		GO:0008138,GO:0006470,GO:0004484,GO:0006397,GO:0006370	AT3G09100.2		mRNA capping enzyme family protein
42384852	Gohir.D11G347700	Gohir.D11G347700.1	Gohir.D11G347700.1.p	PF05340	PTHR31659,PTHR31659:SF8					AT3G09070.1		Protein of unknown function (DUF740)
42382088	Gohir.D11G347800	Gohir.D11G347800.1	Gohir.D11G347800.1.p	PF07732,PF07731,PF00394	PTHR11709,PTHR11709:SF93		1.10.3.2	K05909	GO:0005507,GO:0055114,GO:0016491	AT2G38080.1	ATLMCO4,IRX12,LAC4,LMCO4	Laccase/Diphenol oxidase family protein
42379942	Gohir.D11G347900	Gohir.D11G347900.1	Gohir.D11G347900.1.p	PF00249	PTHR24078,PTHR24078:SF261	KOG0724				AT2G38090.1		Duplicated homeodomain-like superfamily protein
42379943	Gohir.D11G347900	Gohir.D11G347900.3	Gohir.D11G347900.3.p	PF00249	PTHR24078,PTHR24078:SF261	KOG0724				AT2G38090.1		Duplicated homeodomain-like superfamily protein
42383574	Gohir.D11G348000	Gohir.D11G348000.1	Gohir.D11G348000.1.p	PF00230	PTHR19139,PTHR19139:SF169	KOG0223		K09872	GO:0016020,GO:0006810,GO:0005215	AT4G00430.1	PIP1;4,PIP1E,TMP-C	plasma membrane intrinsic protein 1;4
42383670	Gohir.D11G348100	Gohir.D11G348100.2	Gohir.D11G348100.2.p	PF00400	PTHR18359			K14553	GO:0005515	AT5G14050.1		Transducin/WD40 repeat-like superfamily protein
42382167	Gohir.D11G348300	Gohir.D11G348300.1	Gohir.D11G348300.1.p	PF14416,PF13839	PTHR32285,PTHR32285:SF11					AT2G38320.1	TBL34	TRICHOME BIREFRINGENCE-LIKE 34
42381577	Gohir.D11G348400	Gohir.D11G348400.1	Gohir.D11G348400.1.p	PF13499,PF07714	PTHR24349,PTHR24349:SF145	KOG0032	2.7.11.1	K13412	GO:0006468,GO:0004672	AT3G51850.1	CPK13	calcium-dependent protein kinase 13
42381578	Gohir.D11G348400	Gohir.D11G348400.2	Gohir.D11G348400.2.p	PF07714	PTHR24349,PTHR24349:SF145	KOG0032	2.7.11.1		GO:0006468,GO:0004672	AT3G51850.1	CPK13	calcium-dependent protein kinase 13
42380179	Gohir.D11G348500	Gohir.D11G348500.1	Gohir.D11G348500.1.p	PF03226	PTHR13848,PTHR13848:SF5	KOG3399				AT2G40110.1		Yippee family putative zinc-binding protein
42380180	Gohir.D11G348500	Gohir.D11G348500.2	Gohir.D11G348500.2.p	PF03226	PTHR13848,PTHR13848:SF5	KOG3399				AT2G40110.1		Yippee family putative zinc-binding protein
42381094	Gohir.D11G348600	Gohir.D11G348600.1	Gohir.D11G348600.1.p	PF00069	PTHR27006,PTHR27006:SF31	KOG1187	2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT3G09010.1		Protein kinase superfamily protein
42383743	Gohir.D11G348700	Gohir.D11G348700.2	Gohir.D11G348700.2.p		PTHR15319					AT3G18310.1		
42383463	Gohir.D11G348800	Gohir.D11G348800.1	Gohir.D11G348800.1.p	PF00686	PTHR10357,PTHR10357:SF149		2.7.9.5		GO:2001070,GO:0003824	AT5G01260.2		Carbohydrate-binding-like fold
42382765	Gohir.D11G348900	Gohir.D11G348900.1	Gohir.D11G348900.1.p	PF13672	PTHR13832,PTHR13832:SF199	KOG0698	3.1.3.16		GO:0006470,GO:0004722	AT5G01700.2		Protein phosphatase 2C family protein
42384826	Gohir.D11G349000	Gohir.D11G349000.1	Gohir.D11G349000.1.p	PF04142	PTHR10231,PTHR10231:SF25	KOG2234			GO:0016021,GO:0008643,GO:0005351,GO:0000139	AT2G43240.1		Nucleotide-sugar transporter family protein
42382910	Gohir.D11G349100	Gohir.D11G349100.1	Gohir.D11G349100.1.p		PTHR11946,PTHR11946:SF76					AT5G16715.1	EMB2247	ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
42384286	Gohir.D11G349200	Gohir.D11G349200.1	Gohir.D11G349200.1.p									
42382923	Gohir.D11G349300	Gohir.D11G349300.1	Gohir.D11G349300.1.p	PF08704	PTHR12133,PTHR12133:SF2		2.1.1.220		GO:0031515,GO:0030488,GO:0016429	AT5G14600.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
42384283	Gohir.D11G349400	Gohir.D11G349400.1	Gohir.D11G349400.1.p		PTHR11946,PTHR11946:SF76		6.1.1.9			AT5G16715.1	EMB2247	ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
42383119	Gohir.D11G349500	Gohir.D11G349500.1	Gohir.D11G349500.1.p		PTHR24015,PTHR24015:SF642					AT2G01860.1	EMB975	Tetratricopeptide repeat (TPR)-like superfamily protein
42456549	Gohir.D12G000101	Gohir.D12G000101.1	Gohir.D12G000101.1.p									
42457050	Gohir.D12G000200	Gohir.D12G000200.1	Gohir.D12G000200.1.p		PTHR35110,PTHR35110:SF1					AT5G49410.1		
42456205	Gohir.D12G000401	Gohir.D12G000401.1	Gohir.D12G000401.1.p		PTHR37722,PTHR37722:SF1					AT2G30480.3		
42456206	Gohir.D12G000401	Gohir.D12G000401.2	Gohir.D12G000401.2.p		PTHR37722					AT2G30480.3		
42456207	Gohir.D12G000401	Gohir.D12G000401.3	Gohir.D12G000401.3.p		PTHR37722					AT2G30480.3		
42456208	Gohir.D12G000401	Gohir.D12G000401.4	Gohir.D12G000401.4.p		PTHR37722					AT2G30480.3		
42456209	Gohir.D12G000401	Gohir.D12G000401.5	Gohir.D12G000401.5.p		PTHR37722					AT2G30480.3		
42456210	Gohir.D12G000401	Gohir.D12G000401.6	Gohir.D12G000401.6.p		PTHR37722,PTHR37722:SF1					AT2G30480.3		
42456211	Gohir.D12G000401	Gohir.D12G000401.7	Gohir.D12G000401.7.p		PTHR37722					AT2G30480.3		
42456212	Gohir.D12G000401	Gohir.D12G000401.8	Gohir.D12G000401.8.p		PTHR37722					AT2G30480.3		
42456158	Gohir.D12G000600	Gohir.D12G000600.1	Gohir.D12G000600.1.p		PTHR13439,PTHR13439:SF13					AT4G10360.2		TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
42456157	Gohir.D12G000600	Gohir.D12G000600.3	Gohir.D12G000600.3.p		PTHR13439,PTHR13439:SF13					AT4G10360.2		TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
42456762	Gohir.D12G000700	Gohir.D12G000700.1	Gohir.D12G000700.1.p		PTHR14155,PTHR14155:SF153					AT5G45290.2		RING/U-box superfamily protein
42456611	Gohir.D12G000766	Gohir.D12G000766.1	Gohir.D12G000766.1.p									
42457851	Gohir.D12G000832	Gohir.D12G000832.1	Gohir.D12G000832.1.p		PTHR12849					AT4G31770.1	ATDBR1,DBR1	debranching enzyme 1
42456900	Gohir.D12G000900	Gohir.D12G000900.1	Gohir.D12G000900.1.p	PF05678	PTHR33143,PTHR33143:SF5					AT3G18690.1	MKS1	MAP kinase substrate 1
42457547	Gohir.D12G001001	Gohir.D12G001001.1	Gohir.D12G001001.1.p		PTHR21499,PTHR21499:SF23		2.7.4.22		GO:0009041,GO:0006221	AT3G18680.1		Amino acid kinase family protein
42457470	Gohir.D12G001100	Gohir.D12G001100.1	Gohir.D12G001100.1.p	PF00118	PTHR11353,PTHR11353:SF22			K09499	GO:0005524,GO:0051082,GO:0006457	AT3G11830.1		TCP-1/cpn60 chaperonin family protein
42460040	Gohir.D12G001150	Gohir.D12G001150.1	Gohir.D12G001150.1.p									
42460195	Gohir.D12G001200	Gohir.D12G001200.1	Gohir.D12G001200.1.p	PF14531	PTHR24361,PTHR24361:SF310	KOG0198	2.7.11.25			AT1G53570.4	MAP3KA,MAPKKK3	mitogen-activated protein kinase kinase kinase 3
42460196	Gohir.D12G001200	Gohir.D12G001200.2	Gohir.D12G001200.2.p	PF14531	PTHR24361,PTHR24361:SF310	KOG0198	2.7.11.25			AT1G53570.4	MAP3KA,MAPKKK3	mitogen-activated protein kinase kinase kinase 3
42460179	Gohir.D12G001250	Gohir.D12G001250.1	Gohir.D12G001250.1.p	PF02140,PF01301	PTHR23421,PTHR23421:SF67	KOG0496	3.2.1.23		GO:0030246,GO:0005975,GO:0004553	AT5G63810.1	BGAL10	beta-galactosidase 10
42456184	Gohir.D12G001300	Gohir.D12G001300.3	Gohir.D12G001300.3.p	PF02140,PF01301	PTHR23421,PTHR23421:SF67		3.2.1.23		GO:0030246,GO:0005975,GO:0004553	AT5G63810.1	BGAL10	beta-galactosidase 10
42456371	Gohir.D12G001400	Gohir.D12G001400.1	Gohir.D12G001400.1.p	PF04627	PTHR12448,PTHR12448:SF0	KOG3495	3.6.3.14	K02135	GO:0046961,GO:0046933,GO:0015986,GO:0000275	AT1G51650.1		ATP synthase epsilon chain, mitochondrial
42457347	Gohir.D12G001500	Gohir.D12G001500.1	Gohir.D12G001500.1.p	PF10033	PTHR13430	KOG4573				AT3G18770.1		Autophagy-related protein 13
42457349	Gohir.D12G001500	Gohir.D12G001500.2	Gohir.D12G001500.2.p	PF10033	PTHR13430	KOG4573				AT3G18770.1		Autophagy-related protein 13
42457351	Gohir.D12G001500	Gohir.D12G001500.3	Gohir.D12G001500.3.p	PF10033	PTHR13430	KOG4573				AT3G18770.1		Autophagy-related protein 13
42457344	Gohir.D12G001500	Gohir.D12G001500.4	Gohir.D12G001500.4.p	PF10033	PTHR13430	KOG4573		K08331		AT3G18770.1		Autophagy-related protein 13
42457345	Gohir.D12G001500	Gohir.D12G001500.5	Gohir.D12G001500.5.p	PF10033	PTHR13430	KOG4573		K08331		AT3G18770.1		Autophagy-related protein 13
42457346	Gohir.D12G001500	Gohir.D12G001500.6	Gohir.D12G001500.6.p	PF10033	PTHR13430	KOG4573				AT3G18770.1		Autophagy-related protein 13
42457348	Gohir.D12G001500	Gohir.D12G001500.7	Gohir.D12G001500.7.p	PF10033	PTHR13430	KOG4573				AT3G18770.1		Autophagy-related protein 13
42457350	Gohir.D12G001500	Gohir.D12G001500.8	Gohir.D12G001500.8.p	PF10033	PTHR13430	KOG4573				AT3G18770.1		Autophagy-related protein 13
42457352	Gohir.D12G001500	Gohir.D12G001500.9	Gohir.D12G001500.9.p	PF10033	PTHR13430	KOG4573				AT3G18770.1		Autophagy-related protein 13
42459027	Gohir.D12G001600	Gohir.D12G001600.1	Gohir.D12G001600.1.p		PTHR33916,PTHR33916:SF2					AT2G47010.2		
42456969	Gohir.D12G001700	Gohir.D12G001700.1	Gohir.D12G001700.1.p	PF07992	PTHR10632,PTHR10632:SF8	KOG2495	1.6.5.9	K17872	GO:0055114,GO:0016491	AT5G08740.1	NDC1	NAD(P)H dehydrogenase C1
42459312	Gohir.D12G001800	Gohir.D12G001800.1	Gohir.D12G001800.1.p	PF00571,PF00654	PTHR11689,PTHR11689:SF91			K05016	GO:0055085,GO:0016020,GO:0006821,GO:0005247	AT5G49890.1	ATCLC-C,CLC-C	chloride channel C
42459481	Gohir.D12G001900	Gohir.D12G001900.2	Gohir.D12G001900.2.p	PF03416	PTHR22624,PTHR22624:SF34	KOG2674		K08342		AT2G44140.1		Peptidase family C54 protein
42459482	Gohir.D12G001900	Gohir.D12G001900.4	Gohir.D12G001900.4.p	PF03416	PTHR22624,PTHR22624:SF34	KOG2674		K08342		AT2G44140.1		Peptidase family C54 protein
42459807	Gohir.D12G002000	Gohir.D12G002000.4	Gohir.D12G002000.4.p	PF05602	PTHR21347,PTHR21347:SF0				GO:0016021	AT5G08500.1		Transmembrane CLPTM1 family protein
42459806	Gohir.D12G002000	Gohir.D12G002000.5	Gohir.D12G002000.5.p	PF05602	PTHR21347,PTHR21347:SF0				GO:0016021	AT5G08500.1		Transmembrane CLPTM1 family protein
42458646	Gohir.D12G002100	Gohir.D12G002100.1	Gohir.D12G002100.1.p	PF03061	PTHR21660,PTHR21660:SF6	KOG3328	3.1.2.20	K17362		AT1G04290.1		Thioesterase superfamily protein
42458647	Gohir.D12G002100	Gohir.D12G002100.3	Gohir.D12G002100.3.p		PTHR21660,PTHR21660:SF15	KOG3328	3.1.2.20			AT1G04290.1		Thioesterase superfamily protein
42460124	Gohir.D12G002200	Gohir.D12G002200.1	Gohir.D12G002200.1.p	PF00400,PF08145	PTHR17605			K14824	GO:0005515,GO:0006364	AT2G40360.1		Transducin/WD40 repeat-like superfamily protein
42456026	Gohir.D12G002300	Gohir.D12G002300.1	Gohir.D12G002300.1.p	PF14416,PF13839	PTHR32285,PTHR32285:SF38					AT3G62390.1	TBL6	TRICHOME BIREFRINGENCE-LIKE 6
